CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H5937 ,Local CCP ,UCARE MINNESOTA ,UCare ,UCare Minnesota ,73.0,69.0,65.0,,39.0,,,,75.0,84.0,71.0,,,52.0,17.0,86.0,49.0,69.0,78.0,82.0,89.0,86.0,87.0,86.0,0.06,5.0,,94.0,94.0,98.0,97.0,0.06,5.0,,86.0,87.0,99.0,85.0,86.0,86.0,75.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,68.79764705882353
H5938 ,Local CCP ,CAPITAL HEALTH PLAN ,Capital Health Plan ,Guidewell Mutual Holding Corporation ,85.0,82.0,79.0,53.0,,,,81.0,86.0,90.0,82.0,56.0,51.0,76.0,9.0,87.0,65.0,54.0,83.0,87.0,92.0,89.0,93.0,85.0,0.03,1.0,,100.0,98.0,98.0,100.0,0.03,1.0,,89.0,90.0,99.0,85.0,90.0,89.0,87.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,72.38
H5943 ,Local CCP ,SCAN HEALTH PLAN ,VillageHealth ,SCAN Group ,47.0,57.0,82.0,,76.0,61.0,87.0,,66.0,47.0,,,,21.0,,,40.0,44.0,79.0,,,,86.0,,0.65,10.0,,,,94.0,100.0,0.65,10.0,,87.0,,100.0,,,,92.0,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.5238095238095238,True,58.51363636363636
H5945 ,Local CCP ,PROMINENCE HEALTHFIRST ,Prominence Health Plan ,"Universal Health Services, Inc. ",78.0,83.0,69.0,49.0,74.0,95.0,96.0,38.0,82.0,88.0,87.0,54.0,46.0,84.0,11.0,84.0,76.0,75.0,80.0,82.0,90.0,87.0,89.0,85.0,0.13,9.0,,99.0,86.0,95.0,94.0,0.13,9.0,,90.0,89.0,95.0,88.0,90.0,89.0,75.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.8315
H5959 ,Local CCP ,"BCBSM, Inc. ",Blue Cross and Blue Shield of Minnesota ,"Aware Integrated, Inc. ",84.0,82.0,78.0,48.0,,,,26.0,83.0,92.0,79.0,47.0,43.0,73.0,10.0,89.0,66.0,57.0,81.0,83.0,92.0,87.0,87.0,88.0,0.04,5.0,,97.0,93.0,94.0,95.0,0.04,5.0,,87.0,91.0,99.0,89.0,92.0,91.0,79.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.73189189189189
H5965 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF WASHINGTON ,Wellcare ,Centene Corporation ,61.0,42.0,55.0,41.0,66.0,93.0,69.0,,48.0,64.0,66.0,52.0,,51.0,,,42.0,41.0,,,,,78.0,,0.98,41.0,,,,98.0,100.0,0.98,41.0,,82.0,,97.0,87.0,85.0,85.0,87.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6666666666666666,True,62.82
H5969 ,Local CCP ,ALOHACARE ,AlohaCare ,AlohaCare ,55.0,39.0,60.0,50.0,50.0,61.0,71.0,,67.0,62.0,55.0,55.0,,50.0,12.0,81.0,50.0,56.0,77.0,81.0,88.0,87.0,86.0,,0.21,13.0,,,,92.0,91.0,0.21,13.0,,87.0,87.0,99.0,87.0,85.0,86.0,67.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,62.612
H5970 ,Local CCP ,HUMANA INSURANCE COMPANY OF NEW YORK ,Humana ,Humana Inc. ,74.0,75.0,72.0,46.0,81.0,94.0,98.0,39.0,75.0,84.0,77.0,52.0,41.0,76.0,12.0,86.0,61.0,56.0,82.0,84.0,91.0,85.0,84.0,87.0,0.23,17.0,,98.0,95.0,98.0,97.0,0.23,17.0,,85.0,88.0,84.0,85.0,89.0,88.0,81.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.4865
H5989 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",80.0,80.0,65.0,55.0,,,,53.0,79.0,83.0,73.0,,,78.0,10.0,85.0,62.0,55.0,76.0,83.0,88.0,85.0,87.0,81.0,0.14,22.0,,100.0,99.0,100.0,100.0,0.14,22.0,,85.0,,98.0,82.0,86.0,82.0,88.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,70.8905882352941
H5991 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth ,"EmblemHealth, Inc. ",72.0,70.0,,51.0,43.0,88.0,88.0,,77.0,74.0,77.0,72.0,,53.0,13.0,85.0,65.0,48.0,,,,,,,0.51,71.0,,,,97.0,100.0,0.51,71.0,,,,99.0,89.0,89.0,85.0,55.0,93.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6428571428571429,True,67.63037037037037
H5992 ,Local CCP ,"SENIOR WHOLE HEALTH OF NEW YORK, INC. ",Senior Whole Health of New York ,"Molina Healthcare, Inc. ",,,,,89.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,99.0,96.0,91.0,86.0,80.0,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.23809523809523808,True,93.8
H5995 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,64.0,61.0,62.0,46.0,,,,,79.0,57.0,58.0,61.0,,38.0,10.0,81.0,30.0,54.0,76.0,80.0,88.0,84.0,87.0,83.0,0.03,7.0,,,,88.0,92.0,0.03,7.0,,86.0,88.0,97.0,86.0,87.0,89.0,80.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,63.335151515151516
H6018 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF PENNSYLVANIA I ,Devoted Health ,"Devoted Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,90.0,,,,,,99.0,,93.0,85.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.11904761904761904,True,92.4
H6019 ,Local CCP ,SAN MATEO HEALTH COMMISSION ,HEALTH PLAN OF SAN MATEO ,Health Plan of San Mateo ,72.0,68.0,83.0,65.0,40.0,87.0,94.0,15.0,70.0,76.0,71.0,77.0,49.0,60.0,13.0,86.0,49.0,63.0,75.0,74.0,88.0,85.0,86.0,82.0,0.03,2.0,,97.0,97.0,94.0,90.0,0.03,2.0,,87.0,86.0,92.0,87.0,85.0,82.0,56.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,66.8265
H6078 ,Local CCP ,"Group Retiree Health Solutions, Inc. ",Blue Medicare Advantage ,"Elevance Health, Inc. ",75.0,73.0,75.0,47.0,,,,31.0,67.0,84.0,72.0,52.0,45.0,68.0,11.0,80.0,53.0,63.0,81.0,83.0,90.0,87.0,90.0,86.0,0.04,,,89.0,100.0,,,0.04,,,86.0,87.0,,87.0,91.0,88.0,91.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7619047619047619,True,69.22125
H6080 ,Demo ,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC. ",Meridian Medicare-Medicaid Plan (MMP) ,Centene Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H6130 ,MSA ,FENYX HEALTH INSURANCE COMPANY ,Fenyx Health ,"Fenyx Health Holdings, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H6154 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,67.0,70.0,69.0,45.0,,,,,66.0,88.0,79.0,37.0,36.0,82.0,9.0,91.0,75.0,62.0,80.0,84.0,91.0,85.0,85.0,88.0,0.27,22.0,,,,92.0,95.0,0.27,22.0,,84.0,89.0,99.0,84.0,87.0,89.0,64.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,67.60411764705883
H6158 ,Local CCP ,"USABLE HMO, INC. ",Arkansas Blue Medicare ,USAble Mutual Insurance Company ,76.0,78.0,65.0,42.0,,,,45.0,79.0,87.0,77.0,47.0,48.0,78.0,16.0,83.0,60.0,57.0,83.0,86.0,91.0,87.0,87.0,86.0,0.06,17.0,,98.0,88.0,98.0,97.0,0.06,17.0,,86.0,90.0,98.0,84.0,88.0,86.0,82.0,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.40864864864865
H6170 ,Local CCP ,CHAMPION HEALTH PLAN OF CALIFORNIA INC ,Champion Heath Plan ,"Champion Health Plans-USA, LLC. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,77.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,78.0
H6200 ,Local CCP ,"ESSENCE HEALTHCARE PPO, INC. ",Essence Healthcare ,Lumeris Group Holdings Corporation ,89.0,87.0,77.0,,,,,,80.0,83.0,78.0,,,59.0,,85.0,54.0,70.0,82.0,84.0,89.0,87.0,88.0,87.0,0.4,11.0,,,,95.0,91.0,0.4,11.0,,87.0,91.0,93.0,83.0,91.0,89.0,87.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7142857142857143,True,73.02666666666667
H6202 ,Local CCP ,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY ,NextBlue of North Dakota ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,81.0,74.0,68.0,44.0,,,,,84.0,90.0,81.0,38.0,43.0,58.0,8.0,86.0,57.0,56.0,85.0,86.0,92.0,87.0,89.0,89.0,0.14,4.0,,87.0,71.0,98.0,98.0,0.14,4.0,,89.0,93.0,99.0,88.0,90.0,90.0,90.0,79.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,68.78555555555555
H6237 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,Regence BlueCross BlueShield of Oregon ,"Cambia Health Solutions, Inc. ",82.0,84.0,73.0,54.0,,,,37.0,85.0,86.0,77.0,45.0,52.0,82.0,8.0,87.0,76.0,60.0,76.0,78.0,91.0,85.0,84.0,85.0,0.06,17.0,,97.0,94.0,98.0,97.0,0.06,17.0,,84.0,87.0,98.0,89.0,91.0,90.0,74.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.43567567567567
H6248 ,Local CCP ,COMMUNITY HEALTH GROUP ,Community Health Group ,Community Health Group ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,88.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,91.5
H6306 ,Local CCP ,FIRSTCAROLINACARE INSURANCE COMPANY ,FirstMedicare Direct ,The Carle Foundation ,85.0,83.0,84.0,53.0,,,,,78.0,89.0,76.0,51.0,45.0,88.0,10.0,79.0,78.0,73.0,83.0,88.0,93.0,89.0,90.0,89.0,0.06,5.0,,100.0,85.0,86.0,84.0,0.06,5.0,,87.0,91.0,99.0,83.0,88.0,85.0,88.0,79.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,71.36444444444444
H6316 ,Local CCP ,"MISSOURI CARE, INCORPORATED ",Healthy Blue ,"Elevance Health, Inc. ",,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,97.0,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.09523809523809523,True,94.0
H6322 ,Local CCP ,"MCLAREN HEALTH PLAN, INC. ",McLaren Medicare ,McLaren Health Care Corporation ,72.0,58.0,66.0,49.0,,,,,58.0,48.0,69.0,50.0,46.0,37.0,,80.0,37.0,57.0,82.0,83.0,92.0,87.0,84.0,86.0,0.58,22.0,,100.0,93.0,98.0,95.0,0.58,22.0,,87.0,89.0,97.0,81.0,88.0,85.0,78.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,67.40457142857143
H6345 ,Local CCP ,"PRUITTHEALTH PREMIER NORTH CAROLINA, LLC ",PruittHealth Premier ,"UNICO Services, Inc. ",,76.0,,,93.0,95.0,100.0,,83.0,93.0,,,,,,,,24.0,,,,,,,,,,,,89.0,92.0,,,,,,100.0,85.0,92.0,93.0,95.0,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.35714285714285715,True,86.93333333333334
H6348 ,Local CCP ,COORDINATED CARE CORPORATION ,Wellcare by Allwell ,Centene Corporation ,62.0,57.0,70.0,40.0,,,,,58.0,75.0,72.0,50.0,45.0,56.0,,85.0,41.0,55.0,84.0,83.0,89.0,87.0,83.0,88.0,0.89,41.0,,,,98.0,100.0,0.89,41.0,,86.0,89.0,98.0,87.0,89.0,88.0,92.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,68.93272727272726
H6351 ,Local CCP ,"LIBERTY ADVANTAGE, LLC ",Liberty Medicare Advantage ,Liberty Healthcare Insurance ,,97.0,,,95.0,100.0,100.0,,88.0,100.0,,,,,,,,24.0,,,,,,,0.29,5.0,,,,86.0,87.0,0.29,5.0,,,,100.0,73.0,86.0,88.0,99.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.4523809523809524,True,69.6621052631579
H6378 ,Local CCP ,AMERIHEALTH CARITAS FLORIDA INC ,AmeriHealth Caritas VIP Care (HMO-D-SNP) ,"Independence Health Group, Inc. ",,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,97.0,97.0,,,,,,97.0,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.09523809523809523,True,86.75
H6379 ,Local CCP ,"CLEAR SPRING HEALTH (CO), INC. ",Clear Spring Health ,Group 1001 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,91.0,,,,,,99.0,77.0,92.0,84.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.14285714285714285,True,88.16666666666667
H6396 ,Local CCP ,"CARESOURCE OHIO, INC. ",CareSource ,CareSource ,68.0,67.0,58.0,49.0,83.0,98.0,97.0,,74.0,82.0,75.0,56.0,,82.0,15.0,89.0,52.0,60.0,82.0,82.0,90.0,86.0,86.0,87.0,0.19,22.0,,100.0,100.0,97.0,95.0,0.19,22.0,,86.0,89.0,99.0,92.0,94.0,92.0,88.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,73.24684210526316
H6399 ,Local CCP ,AETNA BETTER HEALTH INC. (NJ) ,Aetna Better Health of New Jersey ,CVS Health Corporation ,55.0,48.0,60.0,48.0,27.0,98.0,82.0,,60.0,72.0,71.0,,,79.0,16.0,92.0,46.0,51.0,82.0,84.0,88.0,85.0,85.0,85.0,1.28,32.0,,,,100.0,97.0,1.28,32.0,,87.0,89.0,99.0,86.0,87.0,85.0,93.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,68.30171428571428
H6453 ,Local CCP ,"HMO LOUISIANA, INC. ",Blue Cross and Blue Shield of Louisiana ,Louisiana Health Service & Indemnity Company ,80.0,76.0,66.0,45.0,50.0,99.0,96.0,47.0,81.0,83.0,82.0,54.0,41.0,80.0,12.0,82.0,69.0,59.0,86.0,88.0,89.0,88.0,86.0,86.0,0.06,9.0,,99.0,97.0,97.0,98.0,0.06,9.0,,85.0,88.0,100.0,86.0,91.0,90.0,95.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.27799999999999
H6474 ,Local CCP ,RENAL PAYER SOLUTIONS INC ,Champion Health Plan ,"Champion Health Plans-USA, LLC. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,77.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,78.0
H6529 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",81.0,72.0,76.0,50.0,,,,,59.0,73.0,76.0,,,85.0,,,77.0,,83.0,88.0,93.0,89.0,90.0,89.0,,,,,,89.0,89.0,,,,89.0,88.0,99.0,85.0,91.0,87.0,91.0,78.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.5952380952380952,True,82.68
H6545 ,Local CCP ,"Devoted Health Insurance of Illinois, Inc. ",Devoted Health ,"Devoted Health, Inc. ",,,72.0,,,,,,80.0,86.0,84.0,,,87.0,,,67.0,,78.0,83.0,90.0,85.0,88.0,84.0,0.34,27.0,,,,95.0,91.0,0.34,27.0,,88.0,87.0,99.0,88.0,93.0,93.0,95.0,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6190476190476191,True,75.44923076923077
